name_customer,cust_number,doc_id,total_open_amount,due_in_date,paymentPredictedDate
WAL-MAR llc,200769623,1930581443,539.96,3/16/2020,3/23/2020
SO in,140104440,-2147483648,66406.29,3/18/2020,3/19/2020
WAL-MAR trust,200769623,1930583620,2209.18,3/16/2020,3/19/2020
WAL-M in,140106408,-2147483648,52441.27,3/11/2020,2/29/2020
WAL-MAR in,200769623,1930584081,43981.17,3/16/2020,3/14/2020
WAL-MAR foundation,200769623,1930581084,16371.41,3/16/2020,3/19/2020
PUBLI us,200707822,1930583794,142271,3/16/2020,3/4/2020
KRAFT  co,CCCA02,1930581926,29579.38,4/5/2020,4/8/2020
AM systems,200418007,1930564968,6328.21,3/16/2020,3/15/2020
SA systems,200759878,1930582839,18084.6,5/5/2020,3/19/2020
WAL-MAR foundation,200769623,1930581694,40335.68,3/16/2020,3/19/2020
KRAFT F associates,CCU013,1930582810,1123.28,3/1/2020,3/19/2020
WAL-MAR corp,200769623,1930581295,75299.33,3/16/2020,3/20/2020
WAL-MAR corporation,200769623,1930584877,1898.2,3/16/2020,3/19/2020
WAL-MAR us,200769623,1930584929,18043.3,3/16/2020,3/24/2020
KRAFT F in,CCU013,1930575217,948.46,3/1/2020,3/7/2020
PUBLI co,200707822,1930585086,74337.18,3/16/2020,3/11/2020
WAL-MAR llc,200769623,1930584283,66938.79,3/16/2020,3/19/2020
WAL-M us,140106408,-2147483648,5582.28,3/11/2020,2/26/2020
WAL-M foundation,140106408,-2147483648,1940.24,3/12/2020,3/12/2020
MEIJ llc,200780383,1930584885,90349.53,3/16/2020,3/14/2020
WAL-MAR foundation,200769623,1930585833,17549.11,3/16/2020,3/19/2020
KROGER foundation,200729290,1930584193,15491.51,3/16/2020,3/25/2020
KRAFT F corporation,CCU013,1930570987,52611.54,3/1/2020,5/1/2020
KRAFT F corporation,CCU013,1930576510,1596.69,3/1/2020,3/4/2020
WAL-MAR trust,200769623,1930584713,10389.33,3/16/2020,3/29/2020
WAL-MAR corp,200769623,1930584658,1674.8,3/16/2020,3/19/2020
GORDON F in,140105847,-2147483648,71187.96,3/13/2020,3/19/2020
WAL-MAR in,200769623,1930586422,1898.9,3/16/2020,3/22/2020
WAL-MAR in,200769623,1930583978,54338.05,3/16/2020,3/19/2020
SMITH'S associates,200466603,1930583639,16592.18,3/16/2020,3/6/2020
BJ'S  llc,200726979,1930585310,691.26,3/16/2020,3/19/2020
DOT associates,200705742,1930586230,37855.84,3/16/2020,3/15/2020
DELHAIZE llc,100031704,1930583252,68739.31,3/16/2020,3/19/2020
PUBLI ,200707822,1930586005,79805.9,3/16/2020,3/12/2020
DELHAIZE us,100031704,1930584143,9134.02,5/5/2020,5/8/2020
COSTCO corp,140104429,-2147483648,36237.66,3/19/2020,3/22/2020
SA systems,200759878,1930571245,13897.18,3/16/2020,3/7/2020
BJ'S  us,200726979,1930584629,353.94,3/16/2020,3/20/2020
DELHAIZE foundation,100031704,1930585587,9460.32,3/16/2020,3/12/2020
BJ'S  in,200726979,1930584723,201.87,3/16/2020,3/15/2020
SA trust,200759878,1930584827,9767.93,3/16/2020,3/12/2020
WAL-MAR trust,200769623,1930583920,39826.53,3/16/2020,3/12/2020
WAL-MAR corporation,200769623,1930581879,20556.43,3/16/2020,3/16/2020
BUTTE co,140103409,1991840200,849.6,3/31/2020,3/19/2020
WAL-M corp,140106408,-2147483648,54310.18,3/11/2020,4/3/2020
WAL-MAR corp,200769623,1930576690,3403.8,3/16/2020,3/15/2020
WAL-MAR foundation,200769623,1930578762,16706.36,3/16/2020,3/14/2020
WAL-MAR in,200769623,1930584415,37977.24,3/16/2020,3/22/2020
WAL-MAR corporation,200769623,1930585638,542.11,3/16/2020,3/20/2020
SA us,200759878,1930582118,11701.8,5/5/2020,3/23/2020
H E BUT systems,200761734,1930584544,67415.51,3/16/2020,3/19/2020
BUY- ,140104285,-2147483648,51092.12,3/20/2020,3/18/2020
WAL-MAR corp,200769623,1930584621,793.36,3/16/2020,3/12/2020
WAL-MAR corporation,200769623,1930584338,4375.86,3/16/2020,3/19/2020
BJ'S  co,200726979,1930584906,557.64,3/16/2020,3/19/2020
BJ'S  foundation,200726979,1930584372,310.66,3/16/2020,3/12/2020
WAL-MAR trust,200769623,1930581178,53118.4,3/16/2020,4/18/2020
BJ'S  us,200726979,1930584257,71.52,3/16/2020,3/22/2020
WAL-MAR ,200769623,1930583808,33901.52,3/16/2020,3/12/2020
KRAFT  ,CCCA02,1930583229,16980.42,4/5/2020,3/19/2020
BJ'S  corp,200726979,1930584665,536.63,3/16/2020,3/12/2020
MEIJ in,200780383,1930584064,123889.48,3/16/2020,3/19/2020
SA us,200759878,1930585370,38120.82,3/16/2020,3/19/2020
DELHAIZE co,100031704,1930585468,106394.18,3/16/2020,3/13/2020
WAL-MAR in,200769623,1930581898,17273.83,3/16/2020,3/13/2020
FAMILY co,200786288,1930581437,81414.22,3/16/2020,5/1/2020
WAL-MAR co,200769623,1930584779,24811.36,3/16/2020,3/12/2020
WAL-MAR corp,200769623,1930584659,72228.53,3/16/2020,3/19/2020
PUBLI us,200707822,1930583366,12936.49,3/16/2020,3/14/2020
DELHAIZE foundation,100031704,1930585588,15757.43,3/16/2020,3/18/2020
CHENS E us,100021489,-2147483648,62755.88,3/14/2020,4/4/2020
WALG foundation,200712105,1930592965,21561.74,5/6/2020,3/15/2020
WAL-MAR us,200769623,1930585520,65617.93,3/17/2020,3/19/2020
C&S WH systems,200762301,1930593172,59227.66,3/17/2020,3/23/2020
SO corporation,140104440,-2147483648,78988.59,3/14/2020,4/1/2020
GORDON F ,140105847,-2147483648,55984.48,3/13/2020,3/17/2020
SOB ,140104249,-2147483648,144679.71,3/21/2020,3/12/2020
SYSCO  foundation,200714710,1930587145,11063.63,3/22/2020,3/16/2020
PERFOR corporation,200722444,1930583358,1724.24,3/17/2020,3/8/2020
BUY- corp,140104285,-2147483648,39904.12,3/20/2020,5/8/2020
PENNSYL corporation,100008573,1930581378,32984.83,3/17/2020,3/8/2020
SA foundation,200759878,1930582924,28862.98,3/17/2020,3/5/2020
C&S WH trust,200762301,1930584225,40474.41,3/17/2020,3/24/2020
LOB in,140104409,-2147483648,113771.84,3/13/2020,3/20/2020
TARG systems,200744019,1930589545,15887.06,3/17/2020,3/19/2020
COSTCO associates,140104429,-2147483648,97439.3,3/14/2020,3/19/2020
H E BUT llc,200761734,1930584577,14240.67,3/17/2020,3/19/2020
DECA associates,200230690,1930586492,404.52,3/24/2020,3/19/2020
SA co,200729942,1930592568,16227.93,3/17/2020,3/12/2020
DELHAIZE foundation,100031704,1930585801,14339.85,3/17/2020,3/16/2020
JAVA co,100043975,1930586661,7212,3/17/2020,3/20/2020
RA llc,200704045,1930592611,61827.95,3/17/2020,3/27/2020
W H ,200386051,1930584613,21662.16,3/17/2020,3/19/2020
US  ,200943275,1930593926,38363.5,3/17/2020,3/19/2020
PUBLI trust,200707822,1930586320,86034.53,3/17/2020,3/26/2020
SOB trust,140104249,-2147483648,77712.59,3/20/2020,3/20/2020
CHENS E associates,100021489,-2147483648,21479.58,3/14/2020,3/19/2020
FAMILY llc,200786288,1930583393,93428.23,3/17/2020,3/9/2020
C&S WH co,200762301,1930585093,13640.62,5/6/2020,4/6/2020
BJ'S  in,200726979,1930592216,410.32,3/17/2020,3/12/2020
SMITH'S associates,200820380,1930586821,569.83,3/17/2020,3/19/2020
SUPE ,200793568,1930586711,3906.19,5/6/2020,5/9/2020
JRD us,200781803,1930589534,4200.77,3/22/2020,3/8/2020
WAL-MAR co,200769623,1930583372,661.11,3/17/2020,3/8/2020
KE associates,200955827,1930587212,30869.44,3/17/2020,3/15/2020
SHOPPE us,140105785,-2147483648,127641.17,3/14/2020,3/20/2020
TARG foundation,200744019,1930585298,35247.39,3/17/2020,3/19/2020
DOT foundation,200705742,1930587198,21104.78,4/3/2020,3/4/2020
COSTCO in,140104429,-2147483648,9906.23,3/14/2020,3/16/2020
US  corporation,200622385,1930593413,43358.64,4/3/2020,3/29/2020
KROGER llc,200732755,1930586902,17369.62,3/17/2020,5/4/2020
SYSCO F co,200718130,1930568194,12543.02,3/22/2020,3/19/2020
WAL-MAR trust,200769623,1930582275,1898.9,3/17/2020,3/29/2020
WAL-MAR foundation,200769623,1930585455,256.43,3/17/2020,3/12/2020
PUBLI systems,200707822,1930586640,31123.13,3/17/2020,3/19/2020
SHAWS  ,200275115,1930580837,40858.93,3/17/2020,3/8/2020
JRD llc,200781803,1930587519,5973.63,3/22/2020,3/25/2020
SA trust,200729942,1930587896,3914.08,3/17/2020,3/15/2020
WAL-MAR ,200769623,1930580076,45609.35,3/17/2020,3/12/2020
NASH  foundation,200777735,1930592723,82255.38,3/17/2020,3/17/2020
DECA co,200230690,1930587050,904.37,3/11/2020,3/12/2020
DELHAIZE us,100031704,1930592361,62716.09,3/17/2020,3/24/2020
KRAFT  corporation,CCCA02,1930585121,17952.3,4/6/2020,3/18/2020
BJ'S  in,200726979,1930582064,81654.33,3/17/2020,3/12/2020
SYSC llc,100026939,1930586662,39530.23,3/17/2020,3/6/2020
C&S WH in,200762301,1930587410,23558.94,3/17/2020,3/21/2020
KRAFT  corp,CCCA02,1930587720,12491.48,4/6/2020,3/12/2020
US  corporation,200797452,1930587875,4266.21,3/17/2020,3/18/2020
ASSOCIAT in,200772670,1930593402,33920.55,3/17/2020,5/30/2020
FAMILY llc,200786288,1930583393,93428.23,3/17/2020,3/12/2020
ASSOC G foundation,200782772,1930586822,34101.3,3/17/2020,3/12/2020
C&S WH ,200762301,1930585789,94382.05,3/17/2020,4/1/2020
LOB foundation,140104409,-2147483648,99171.84,3/14/2020,3/9/2020
SPAR in,200712187,1930586697,89061.26,3/17/2020,3/9/2020
WAL-MAR corp,200769623,1930580086,24885.05,3/17/2020,3/29/2020
DELHAIZE associates,100031704,1930580558,14536.27,5/6/2020,3/12/2020
SCHNU foundation,200747369,1930593184,28591.13,5/6/2020,3/18/2020
SAFEW trust,200772595,1930584507,63479.62,3/17/2020,3/18/2020
BJ'S  corporation,200726979,1930585202,465.07,3/17/2020,3/12/2020
C&S WH in,200762301,1930585364,124795.89,3/17/2020,3/18/2020
PARAM associates,140103335,1991838695,10330.51,4/1/2020,4/2/2020
BJ'S  co,200726979,1930592838,293.02,3/17/2020,3/12/2020
JAME systems,140103496,1991839935,4999.66,4/16/2020,3/23/2020
BJ'S  co,200726979,1930584808,16379.08,3/17/2020,3/13/2020
COSTCO co,140104429,-2147483648,43068.13,3/12/2020,5/10/2020
WAL-MAR ,200769623,1930587182,471.56,3/17/2020,4/11/2020
SYSC llc,100026939,1930586662,39530.23,3/17/2020,3/18/2020
WALG trust,200712105,1930593560,5845.44,3/17/2020,3/13/2020
SOB foundation,140104249,-2147483648,65136.63,3/20/2020,3/14/2020
WAL-MAR systems,200769623,1930585477,20939.77,3/17/2020,4/17/2020
GORDON F systems,140105847,-2147483648,21687.85,3/14/2020,5/10/2020
WAL-MAR us,200769623,1930586930,64161.08,3/17/2020,4/5/2020
US  co,200943275,1930594134,74491.29,3/17/2020,3/12/2020
WAL-MAR co,200769623,1930580063,1329.23,3/17/2020,3/13/2020
DECA systems,200230690,1930586778,54,3/24/2020,3/24/2020
JRD corporation,200781803,1930587728,490.81,3/22/2020,3/17/2020
GROC trust,200915438,1930570125,20612.25,3/17/2020,5/28/2020
DECA corporation,200230690,1930587203,7561.22,3/24/2020,5/12/2020
KROGER corporation,200875006,1930586137,108653.27,3/17/2020,3/21/2020
WAL-MAR us,200769623,1930586203,21718.48,3/17/2020,3/18/2020
WAL-MAR foundation,200769623,1930585495,30034.68,3/17/2020,3/18/2020
WAL-MAR ,200769623,1930580076,45609.35,3/17/2020,3/30/2020
US  trust,200789077,1930592763,51002.19,3/17/2020,3/23/2020
SYSCO  corporation,200764795,1930586587,25789.43,3/17/2020,3/17/2020
C&S WH co,200762301,1930594382,19365.52,5/6/2020,5/7/2020
TARG systems,200744019,1930589545,15887.06,3/17/2020,3/17/2020
DECA us,200230690,1930585741,6544.28,3/11/2020,3/13/2020
RESER corp,200149567,1930597314,67643.1,4/16/2020,3/20/2020
US  in,200515231,1930584381,36401.04,3/17/2020,3/12/2020
DEMOU co,200793088,1930585349,107122.11,3/17/2020,3/18/2020
WALG systems,200712105,1930593510,15863.9,3/17/2020,3/13/2020
COST corporation,200794332,1930586330,32629,3/17/2020,3/13/2020
MBM  co,200701314,1930582870,19298.68,3/17/2020,3/17/2020
MERCHAN llc,200610381,1930567698,4521.53,3/17/2020,3/17/2020
GORDO corporation,200782001,1930586505,66156.73,3/17/2020,3/21/2020
ASSOCIAT associates,200772670,1930584759,85735.35,3/17/2020,3/18/2020
BJ'S  in,200726979,1930585147,210.2,3/17/2020,5/6/2020
WAL-MAR llc,200769623,1930584834,47484.58,3/17/2020,3/17/2020
NASH  associates,200777735,1930592722,41469.81,3/17/2020,3/2/2020
ASSOCIAT co,200772670,1930593524,9839.91,5/6/2020,3/18/2020
WAL-MAR corp,200769623,1930585649,1322.24,3/17/2020,3/25/2020
KRAFT F associates,CCU013,1930576610,14278.78,3/2/2020,3/18/2020
BJ'S  corp,200726979,1930582869,27.6,3/17/2020,3/8/2020
SYSCO F systems,200736337,1930584161,5749.45,3/17/2020,3/19/2020
C&S WH associates,200762301,1930580233,1252.35,3/17/2020,3/19/2020
WAL-MAR in,200769623,1930580037,5484.46,3/17/2020,3/17/2020
WAL-MAR in,200769623,1930585608,22059.39,3/17/2020,3/18/2020
WAL-MAR trust,200769623,1930586262,1414.68,3/17/2020,3/21/2020
WAL-MAR associates,200769623,1930583676,35402.15,3/17/2020,3/19/2020
AM co,200418007,1930587001,24406.36,3/17/2020,3/17/2020
ASSOCIAT in,200772670,1930592496,2230.75,3/17/2020,3/11/2020
WAL-MAR corporation,200769623,1930585271,10432.18,3/17/2020,3/9/2020
DECA systems,200230690,1930586065,606.16,3/24/2020,3/12/2020
COST trust,200794332,1930586861,124602.39,3/17/2020,3/8/2020
ROU foundation,200790107,1930593414,125753.43,3/17/2020,3/15/2020
BJ'S  us,200726979,1930580061,171.92,3/17/2020,3/12/2020
WAL-MAR trust,200769623,1930585481,334.12,3/17/2020,3/20/2020
US  associates,200493614,1930594552,41558.75,3/18/2020,3/18/2020
FAMILY corp,200786288,1930561798,11861.38,3/18/2020,3/22/2020
KRAFT F co,CCU013,1930580016,21222,3/3/2020,3/14/2020
WAL-MAR co,200769623,1930583362,15287.94,3/18/2020,3/18/2020
SYSCO  foundation,200714710,1930595955,206.01,3/18/2020,4/17/2020
SYGMA corporation,200782669,1930583993,22822.98,3/18/2020,3/13/2020
SARA LE corp,100054980,1930587302,1830.24,4/17/2020,3/27/2020
H E BUT systems,200761734,1930592478,13857.19,3/18/2020,3/29/2020
GROC corp,200915438,1930578668,2928,3/18/2020,3/20/2020
SOLOM trust,140103392,1991839939,10187.49,4/2/2020,3/19/2020
VANE in,200807583,1930595885,6603,3/13/2020,3/19/2020
C&S WH corp,200762301,1930586619,9473.24,3/18/2020,3/13/2020
BJ'S  systems,200726979,1930592280,504.93,3/18/2020,3/24/2020
MEIJ llc,200780383,1930593661,76754.6,3/18/2020,4/2/2020
KROGER co,200752302,1930585555,17283.51,3/18/2020,2/27/2020
WAL-MAR associates,200769623,1930592876,48566.58,3/18/2020,3/18/2020
WAL-MAR corp,200769623,1930586318,11935.63,3/18/2020,5/10/2020
SA llc,200729942,1930592584,6119.84,3/18/2020,3/21/2020
RA llc,200704045,1930597817,20977.05,5/7/2020,3/13/2020
SYSC associates,140105686,-2147483648,10641.15,3/22/2020,3/18/2020
WAL-MAR associates,200769623,1930585318,15319.91,3/18/2020,3/19/2020
DIS corporation,200608118,1930593676,22921.99,3/18/2020,5/8/2020
MCLANE corporation,200126819,1930587718,32497.8,3/18/2020,3/19/2020
COST systems,200794332,1930584824,29800.89,3/18/2020,3/19/2020
COST systems,200794332,1930594519,32715.47,3/18/2020,3/23/2020
MCLANE corporation,200126819,1930587718,32497.8,3/18/2020,3/18/2020
W LEE  trust,200737918,1930592463,78995.22,3/18/2020,3/18/2020
US  ,200700919,1930586370,44206.91,3/18/2020,3/9/2020
NATURA us,100030964,1930576095,6801.84,3/18/2020,3/21/2020
AL trust,200739006,1930576496,15122.16,3/18/2020,3/18/2020
PUBLI foundation,200707822,1930594908,2055.56,3/18/2020,3/18/2020
FACE trust,140103983,1991838965,40409,5/2/2020,3/18/2020
WAL-M llc,140106408,-2147483648,48286.13,3/14/2020,3/13/2020
SYSC associates,200331749,1930594537,25809.05,3/23/2020,3/19/2020
BJ'S  in,200726979,1930593409,241.96,3/18/2020,3/19/2020
C&S WH in,200762301,1930580073,959.61,5/7/2020,3/23/2020
RA foundation,200704045,1930598320,24227.34,3/18/2020,3/18/2020
WALG corp,200712105,1930594860,8118.63,5/7/2020,3/24/2020
WAL-MAR associates,200769623,1930584139,15916.68,3/18/2020,5/2/2020
ALBERT ,200920735,1930585761,163742.73,3/18/2020,3/20/2020
PUBLI corp,200707822,1930593570,108380.06,3/18/2020,3/14/2020
SUPE trust,200793568,1930586841,21737.75,3/18/2020,3/18/2020
BJ'S  ,200726979,1930586795,229.26,3/18/2020,3/18/2020
H E BUT us,200761734,1930592225,95492.15,3/18/2020,3/23/2020
WAL-MAR corporation,200769623,1930580090,14471.54,3/18/2020,5/7/2020
WAL-MAR corp,200769623,1930594906,943.12,3/18/2020,3/28/2020
WAL-MAR trust,200769623,1930584355,1156.58,3/18/2020,3/19/2020
JET us,200152991,1930594079,2262.09,3/23/2020,5/6/2020
SYSCO  corp,200714710,1930584851,5697.77,3/18/2020,3/13/2020
CJR WH corporation,100012991,-2147483648,36760.73,3/14/2020,3/15/2020
AM in,200418007,1930584897,14547.6,5/7/2020,5/6/2020
DOLLAR co,100001196,1930585936,10285.88,3/18/2020,3/18/2020
SA us,200759878,1930586321,43802.8,3/18/2020,3/21/2020
US  co,200700919,1930576022,16053.97,3/23/2020,3/14/2020
AM ,200418007,1930586219,7050.08,3/18/2020,3/24/2020
SO systems,140104440,-2147483648,69812.57,3/16/2020,3/21/2020
WAL-MAR associates,200769623,1930593363,41554.81,3/18/2020,3/18/2020
WALG trust,200712105,1930594354,2413.32,3/18/2020,3/9/2020
AM corporation,200418007,1930586559,6849.88,5/7/2020,3/25/2020
JET co,200152991,1930597426,2845.16,3/23/2020,3/18/2020
GENERAL trust,200763489,1930585755,108168.02,3/18/2020,4/6/2020
AM associates,200418007,1930571170,11769.03,3/18/2020,5/24/2020
WAL-MAR trust,200769623,1930584355,1156.58,3/18/2020,3/23/2020
WALG corporation,200712105,1930593785,90740.3,3/18/2020,3/9/2020
PEA foundation,200455322,1930587011,71136.24,4/2/2020,4/9/2020
COSTCO corporation,200886415,1930571764,11111.76,3/18/2020,3/18/2020
H E BUT in,200761734,1930594370,13512.77,5/7/2020,3/12/2020
AM co,200418007,1930581188,33.6,5/7/2020,3/18/2020
KRFT FDS co,CCU002,1930586125,35551.94,4/7/2020,3/19/2020
MEIJ systems,200780383,1930597531,70314.76,3/18/2020,8/2/2020
SAFEW trust,200772595,1930585264,46131.46,3/18/2020,3/17/2020
UNITE corp,100007796,1930593378,1144.23,3/18/2020,5/7/2020
PERFOR corporation,200722444,1930577016,7701.8,4/4/2020,3/15/2020
JETR corp,200705089,1930589565,26580.14,3/18/2020,5/7/2020
AM corporation,200418007,1930592656,33.6,5/7/2020,3/10/2020
COSTCO co,140104429,-2147483648,1824.42,3/15/2020,3/9/2020
AM trust,200418007,1930592660,2494.16,5/7/2020,3/19/2020
KROGER foundation,200875006,1930598005,134332.13,3/18/2020,3/20/2020
WAL-MAR trust,200769623,1930587575,5207.16,3/18/2020,3/21/2020
RESTA co,200974851,1930597217,2413.34,3/18/2020,5/12/2020
BJ'S  systems,200726979,1930594459,465.74,3/18/2020,5/9/2020
NASH  corporation,200777735,1930595865,55470.83,3/18/2020,3/24/2020
COST ,200794332,1930587179,8793.09,3/18/2020,3/19/2020
BAR systems,200486270,1930575629,11767.8,3/18/2020,3/13/2020
LOB ,140104409,-2147483648,21515.9,3/14/2020,3/9/2020
MEIJ corporation,200780383,1930592674,68523.17,3/18/2020,5/2/2020
O foundation,200387240,1930567449,5370.03,3/13/2020,3/24/2020
CITY L corporation,200707519,1930592782,44887.17,3/18/2020,3/17/2020
BAR ,200486270,1930581040,15097.86,3/18/2020,3/17/2020
COSTCO foundation,140104429,-2147483648,30715.61,3/22/2020,3/20/2020
FOODL corporation,200508557,1930566286,3509.87,3/18/2020,3/17/2020
AFFI ,200661137,1930594963,48579.02,3/23/2020,3/22/2020
HAR in,200762950,1930585372,48364.11,5/7/2020,4/4/2020
BJ'S  corp,200726979,1930592217,579.01,3/18/2020,3/23/2020
WAL-MAR trust,200769623,1930585096,1329.23,3/18/2020,3/19/2020
TARG corp,200744019,1930592426,6181.65,3/18/2020,3/13/2020
WAL-MAR corp,200769623,1930592127,28254.49,3/18/2020,3/19/2020
WAL-MAR foundation,200769623,1930592682,46762.98,3/18/2020,3/19/2020
MEIJ co,200780383,1930594512,70314.76,3/18/2020,3/24/2020
WAL-MAR foundation,200769623,1930593389,45009.69,3/18/2020,3/14/2020
WAL-MAR llc,200769623,1930587064,4962.25,3/18/2020,3/18/2020
GORDON F foundation,140105847,-2147483648,79143.86,3/21/2020,4/4/2020
SO trust,140104440,-2147483648,23207.32,3/14/2020,3/18/2020
WAKE corporation,200704858,1930593203,70541.59,3/18/2020,3/18/2020
PERFOR associates,200722444,1930581239,11747.4,4/4/2020,5/7/2020
BJ'S  llc,200726979,1930587133,336.08,3/18/2020,3/25/2020
BJ'S  corp,200726979,1930593145,531.07,3/18/2020,3/19/2020
MDV/ in,200792734,1930595963,79683.62,3/18/2020,4/4/2020
KRAFT F llc,CCU013,1930595780,19243.77,3/3/2020,3/4/2020
KRAFT F co,CCU013,1930594165,16238.2,3/3/2020,3/4/2020
BOZZU foundation,200779906,1930589841,87688.96,3/18/2020,3/9/2020
TARG corp,200744019,1930585989,10729.56,3/18/2020,3/19/2020
WAL-MAR ,200769623,1930592270,20493.83,3/18/2020,3/20/2020
WAL-MAR systems,200769623,1930586246,6663.73,3/18/2020,3/13/2020
ASSOCIAT corp,200772670,1930597883,18742.92,3/18/2020,3/17/2020
KROGER systems,200748108,1930592146,15798.4,3/18/2020,3/24/2020
FAMILY llc,200786288,1930592284,83777.36,3/18/2020,3/21/2020
KROG foundation,200749782,1930593315,58676.14,3/18/2020,5/16/2020
JET co,200152991,1930594878,1840.38,3/23/2020,3/2/2020
WAL-MAR foundation,200769623,1930584611,2385.14,3/18/2020,5/17/2020
DOLLARA co,140105508,-2147483648,17634.29,3/16/2020,3/18/2020
KROGER corporation,200729290,1930595875,59364.97,3/18/2020,3/18/2020
COST us,200794332,1930596032,8533.86,3/18/2020,3/19/2020
SUPE foundation,200936373,1930584452,4612.66,5/7/2020,3/18/2020
KROG us,200029010,1930595789,235430.25,5/7/2020,3/18/2020
KRAFT F corporation,CCU013,1930582807,5534.4,3/3/2020,5/6/2020
AM corporation,200418007,1930586559,6849.88,5/7/2020,3/11/2020
SA trust,200759878,1930587080,79403.55,3/18/2020,4/2/2020
GROC llc,200915438,1930582337,18862.41,3/18/2020,3/19/2020
QUI us,200742791,1930586002,47408.13,3/18/2020,4/6/2020
DEC foundation,200020431,1930599285,319.44,3/24/2020,3/19/2020
WAL-MAR corp,200769623,1930597584,9786.71,3/19/2020,3/19/2020
SA systems,200759878,1930593865,29736.12,3/19/2020,2/23/2020
AL corp,200739006,1930594642,20493.98,3/19/2020,3/14/2020
SYSTEMS trust,200719300,1930599147,44510.99,3/19/2020,3/19/2020
WAKE corporation,200704858,1930592582,18376.31,3/19/2020,3/19/2020
OLLIE in,200076137,1930594712,4518.6,3/19/2020,4/3/2020
CASH-W trust,200390794,1930603819,22879.83,3/19/2020,3/14/2020
DEC trust,200020431,1930599474,15940.31,3/11/2020,3/19/2020
WAL-MAR systems,200769623,1930597940,20597.17,3/19/2020,3/16/2020
MBM  llc,200754278,1930583341,10323.14,3/19/2020,3/14/2020
WAL-MAR llc,200769623,1930597602,3254.75,3/19/2020,3/14/2020
WAL-MAR llc,200769623,1930594275,5623.01,3/19/2020,4/3/2020
PEA associates,200455322,1930598676,36407.41,4/3/2020,3/18/2020
